clon,clat,cdep,slip,lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,lon4,lat4,dep4
9421927.951549724,31860786.971653614,19803.021348330032,1.5103513222263298,9421590.405571423,31860390.52026549,19286.606460690866,9422014.680560015,31861300.38091472,19286.606460690866,9422265.497528024,31861183.423041746,20319.436235969195,9421841.222539432,31860273.56239251,20319.436235969195
9422352.226538314,31861696.83230285,19803.021348330032,1.2746515000637735,9422014.680560015,31861300.38091472,19286.606460690866,9422438.955548603,31862210.241563953,19286.606460690866,9422689.772516614,31862093.283690974,20319.436235969195,9422265.497528024,31861183.423041746,20319.436235969195
9422776.501526905,31862606.69295208,19803.021348330032,0.917503721538187,9422438.955548603,31862210.241563953,19286.606460690866,9422863.230537195,31863120.102213185,19286.606460690866,9423114.047505205,31863003.144340206,20319.436235969195,9422689.772516614,31862093.283690974,20319.436235969195
9423200.776515495,31863516.553601317,19803.021348330032,0.44821183823827654,9422863.230537195,31863120.102213185,19286.606460690866,9423287.505525785,31864029.96286242,19286.606460690866,9423538.322493795,31863913.00498944,20319.436235969195,9423114.047505205,31863003.144340206,20319.436235969195
9423625.051504087,31864426.41425055,19803.021348330032,0.5950108148514193,9423287.505525785,31864029.96286242,19286.606460690866,9423711.780514374,31864939.82351165,19286.606460690866,9423962.597482387,31864822.86563867,20319.436235969195,9423538.322493795,31863913.00498944,20319.436235969195
9424049.326492675,31865336.274899773,19803.021348330032,1.627588641017499,9423711.780514374,31864939.82351165,19286.606460690866,9424136.055502966,31865849.68416088,19286.606460690866,9424386.872470977,31865732.7262879,20319.436235969195,9423962.597482387,31864822.86563867,20319.436235969195
9424473.601481268,31866246.135549005,19803.021348330032,2.31329757212354,9424136.055502966,31865849.68416088,19286.606460690866,9424560.330491556,31866759.544810113,19286.606460690866,9424811.147459568,31866642.586937133,20319.436235969195,9424386.872470977,31865732.7262879,20319.436235969195
9424897.876469856,31867155.996198237,19803.021348330032,2.4418099731347795,9424560.330491556,31866759.544810113,19286.606460690866,9424984.605480148,31867669.405459344,19286.606460690866,9425235.422448156,31867552.447586365,20319.436235969195,9424811.147459568,31866642.586937133,20319.436235969195
9425322.151458448,31868065.85684747,19803.021348330032,2.777807664154387,9424984.605480148,31867669.405459344,19286.606460690866,9425408.880468737,31868579.266108576,19286.606460690866,9425659.697436748,31868462.308235597,20319.436235969195,9425235.422448156,31867552.447586365,20319.436235969195
9425746.426447038,31868975.7174967,19803.021348330032,2.6741197668378107,9425408.880468737,31868579.266108576,19286.606460690866,9425833.155457329,31869489.126757808,19286.606460690866,9426083.97242534,31869372.168884832,20319.436235969195,9425659.697436748,31868462.308235597,20319.436235969195
9426170.70143563,31869885.578145936,19803.021348330032,2.517684912559205,9425833.155457329,31869489.126757808,19286.606460690866,9426257.430445919,31870398.98740704,19286.606460690866,9426508.24741393,31870282.02953406,20319.436235969195,9426083.97242534,31869372.168884832,20319.436235969195
9426594.97642422,31870795.438795168,19803.021348330032,2.6809682607701455,9426257.430445919,31870398.98740704,19286.606460690866,9426681.705434509,31871308.848056268,19286.606460690866,9426932.52240252,31871191.890183292,20319.436235969195,9426508.24741393,31870282.02953406,20319.436235969195
9427019.25141281,31871705.299444396,19803.021348330032,3.5252627566867205,9426681.705434509,31871308.848056268,19286.606460690866,9427105.980423098,31872218.708705503,19286.606460690866,9427356.797391111,31872101.750832524,20319.436235969195,9426932.52240252,31871191.890183292,20319.436235969195
9427443.5264014,31872615.160093628,19803.021348330032,3.968527365524429,9427105.980423098,31872218.708705503,19286.606460690866,9427530.25541169,31873128.56935473,19286.606460690866,9427781.0723797,31873011.611481752,20319.436235969195,9427356.797391111,31872101.750832524,20319.436235969195
9427867.80138999,31873525.020742863,19803.021348330032,3.271463316608512,9427530.25541169,31873128.56935473,19286.606460690866,9427954.53040028,31874038.430003967,19286.606460690866,9428205.347368293,31873921.472130988,20319.436235969195,9427781.0723797,31873011.611481752,20319.436235969195
9428292.076378582,31874434.881392095,19803.021348330032,3.4725846565753566,9427954.53040028,31874038.430003967,19286.606460690866,9428378.805388872,31874948.2906532,19286.606460690866,9428629.622356882,31874831.33278022,20319.436235969195,9428205.347368293,31873921.472130988,20319.436235969195
9428716.351367174,31875344.742041323,19803.021348330032,2.3865421270431257,9428378.805388872,31874948.2906532,19286.606460690866,9428803.080377461,31875858.15130243,19286.606460690866,9429053.897345474,31875741.19342945,20319.436235969195,9428629.622356882,31874831.33278022,20319.436235969195
9429140.626355764,31876254.602690555,19803.021348330032,1.1453669573196674,9428803.080377461,31875858.15130243,19286.606460690866,9429227.355366053,31876768.011951663,19286.606460690866,9429478.172334064,31876651.054078683,20319.436235969195,9429053.897345474,31875741.19342945,20319.436235969195
9422178.768517734,31860670.01378064,20835.851123608358,2.7975540714630083,9421841.222539432,31860273.56239251,20319.436235969195,9422265.497528024,31861183.423041746,20319.436235969195,9422516.314496035,31861066.465168767,21352.26601124752,9422092.039507445,31860156.60451953,21352.26601124752
9422603.043506326,31861579.874429874,20835.851123608358,2.247059189732994,9422265.497528024,31861183.423041746,20319.436235969195,9422689.772516614,31862093.283690974,20319.436235969195,9422940.589484626,31861976.325817995,21352.26601124752,9422516.314496035,31861066.465168767,21352.26601124752
9423027.318494916,31862489.7350791,20835.851123608358,1.0382078799978085,9422689.772516614,31862093.283690974,20319.436235969195,9423114.047505205,31863003.144340206,20319.436235969195,9423364.864473216,31862886.18646723,21352.26601124752,9422940.589484626,31861976.325817995,21352.26601124752
9423451.593483506,31863399.595728334,20835.851123608358,1.2361227516740847,9423114.047505205,31863003.144340206,20319.436235969195,9423538.322493795,31863913.00498944,20319.436235969195,9423789.139461808,31863796.047116462,21352.26601124752,9423364.864473216,31862886.18646723,21352.26601124752
9423875.868472097,31864309.456377566,20835.851123608358,2.1963895896175294,9423538.322493795,31863913.00498944,20319.436235969195,9423962.597482387,31864822.86563867,20319.436235969195,9424213.414450398,31864705.907765694,21352.26601124752,9423789.139461808,31863796.047116462,21352.26601124752
9424300.14346069,31865219.317026798,20835.851123608358,2.08002881039998,9423962.597482387,31864822.86563867,20319.436235969195,9424386.872470977,31865732.7262879,20319.436235969195,9424637.68943899,31865615.768414922,21352.26601124752,9424213.414450398,31864705.907765694,21352.26601124752
