clon,clat,cdep,slip,lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,lon4,lat4,dep4
9420518.816289943,31858879.381459437,18045.494846107245,0.17895124949189123,9420179.576622482,31858467.087751247,17548.338273988946,9420616.592539076,31859404.271408755,17548.338273988946,9420858.055957403,31859291.675167624,18542.65141822554,9420421.04004081,31858354.491510116,18542.65141822554
9420955.832206536,31859816.565116942,18045.494846107245,0.1553454731245416,9420616.592539076,31859404.271408755,17548.338273988946,9421053.608455667,31860341.45506626,17548.338273988946,9421295.071873998,31860228.85882513,18542.65141822554,9420858.055957403,31859291.675167624,18542.65141822554
9421392.848123131,31860753.74877445,18045.494846107245,0.15700280102218964,9421053.608455667,31860341.45506626,17548.338273988946,9421490.624372263,31861278.63872377,17548.338273988946,9421732.087790592,31861166.042482637,18542.65141822554,9421295.071873998,31860228.85882513,18542.65141822554
9421829.864039723,31861690.93243196,18045.494846107245,0.15794935643352556,9421490.624372263,31861278.63872377,17548.338273988946,9421927.640288856,31862215.822381277,17548.338273988946,9422169.103707185,31862103.226140145,18542.65141822554,9421732.087790592,31861166.042482637,18542.65141822554
9422266.879956318,31862628.116089463,18045.494846107245,0.24659598153508158,9421927.640288856,31862215.822381277,17548.338273988946,9422364.65620545,31863153.006038785,17548.338273988946,9422606.119623778,31863040.409797654,18542.65141822554,9422169.103707185,31862103.226140145,18542.65141822554
9422703.89587291,31863565.29974697,18045.494846107245,0.4705052232969746,9422364.65620545,31863153.006038785,17548.338273988946,9422801.672122043,31864090.189696293,17548.338273988946,9423043.135540372,31863977.593455162,18542.65141822554,9422606.119623778,31863040.409797654,18542.65141822554
9423140.911789503,31864502.48340448,18045.494846107245,0.4058229313345198,9422801.672122043,31864090.189696293,17548.338273988946,9423238.688038636,31865027.373353798,17548.338273988946,9423480.151456965,31864914.777112667,18542.65141822554,9423043.135540372,31863977.593455162,18542.65141822554
9423577.927706098,31865439.667061985,18045.494846107245,0.7760896962200532,9423238.688038636,31865027.373353798,17548.338273988946,9423675.703955231,31865964.557011306,17548.338273988946,9423917.167373559,31865851.960770175,18542.65141822554,9423480.151456965,31864914.777112667,18542.65141822554
9424014.943622693,31866376.850719497,18045.494846107245,1.3610724322204533,9423675.703955231,31865964.557011306,17548.338273988946,9424112.719871825,31866901.740668815,17548.338273988946,9424354.183290152,31866789.144427683,18542.65141822554,9423917.167373559,31865851.960770175,18542.65141822554
9424451.959539285,31867314.034377,18045.494846107245,1.9440097754977894,9424112.719871825,31866901.740668815,17548.338273988946,9424549.735788418,31867838.924326323,17548.338273988946,9424791.199206745,31867726.32808519,18542.65141822554,9424354.183290152,31866789.144427683,18542.65141822554
9424888.975455878,31868251.218034506,18045.494846107245,1.8387158063869409,9424549.735788418,31867838.924326323,17548.338273988946,9424986.751705011,31868776.10798383,17548.338273988946,9425228.215123339,31868663.5117427,18542.65141822554,9424791.199206745,31867726.32808519,18542.65141822554
9425325.991372472,31869188.401692018,18045.494846107245,1.8739789375389877,9424986.751705011,31868776.10798383,17548.338273988946,9425423.767621605,31869713.291641336,17548.338273988946,9425665.231039934,31869600.695400205,18542.65141822554,9425228.215123339,31868663.5117427,18542.65141822554
9425763.007289069,31870125.585349523,18045.494846107245,1.1010346154433228,9425423.767621605,31869713.291641336,17548.338273988946,9425860.7835382,31870650.475298844,17548.338273988946,9426102.246956527,31870537.879057713,18542.65141822554,9425665.231039934,31869600.695400205,18542.65141822554
9426200.02320566,31871062.76900703,18045.494846107245,3.035494000603481,9425860.7835382,31870650.475298844,17548.338273988946,9426297.799454791,31871587.658956353,17548.338273988946,9426539.26287312,31871475.06271522,18542.65141822554,9426102.246956527,31870537.879057713,18542.65141822554
9426637.039122252,31871999.95266454,18045.494846107245,2.599068758509743,9426297.799454791,31871587.658956353,17548.338273988946,9426734.815371385,31872524.842613857,17548.338273988946,9426976.278789714,31872412.24637273,18542.65141822554,9426539.26287312,31871475.06271522,18542.65141822554
9427074.055038847,31872937.136322048,18045.494846107245,0.8925632599218999,9426734.815371385,31872524.842613857,17548.338273988946,9427171.83128798,31873462.02627137,17548.338273988946,9427413.294706307,31873349.430030238,18542.65141822554,9426976.278789714,31872412.24637273,18542.65141822554
9427511.070955439,31873874.319979552,18045.494846107245,0.8917834991468676,9427171.83128798,31873462.02627137,17548.338273988946,9427608.847204572,31874399.209928874,17548.338273988946,9427850.310622903,31874286.613687743,18542.65141822554,9427413.294706307,31873349.430030238,18542.65141822554
9427948.086872036,31874811.503637057,18045.494846107245,0.9100550525010742,9427608.847204572,31874399.209928874,17548.338273988946,9428045.863121167,31875336.393586382,17548.338273988946,9428287.326539496,31875223.79734525,18542.65141822554,9427850.310622903,31874286.613687743,18542.65141822554
9428385.102788627,31875748.68729457,18045.494846107245,0.8526132975216808,9428045.863121167,31875336.393586382,17548.338273988946,9428482.87903776,31876273.57724389,17548.338273988946,9428724.34245609,31876160.98100276,18542.65141822554,9428287.326539496,31875223.79734525,18542.65141822554
9428822.11870522,31876685.870952073,18045.494846107245,0.3975495598964862,9428482.87903776,31876273.57724389,17548.338273988946,9428919.894954354,31877210.760901395,17548.338273988946,9429161.35837268,31877098.164660268,18542.65141822554,9428724.34245609,31876160.98100276,18542.65141822554
9429259.134621814,31877623.054609586,18045.494846107245,0.28011687982768285,9428919.894954354,31877210.760901395,17548.338273988946,9429356.910870947,31878147.944558904,17548.338273988946,9429598.374289274,31878035.348317772,18542.65141822554,9429161.35837268,31877098.164660268,18542.65141822554
9429696.15053841,31878560.23826709,18045.494846107245,0.13284756850223042,9429356.910870947,31878147.944558904,17548.338273988946,9429793.92678754,31879085.128216412,17548.338273988946,9430035.39020587,31878972.53197528,18542.65141822554,9429598.374289274,31878035.348317772,18542.65141822554
9420760.279708272,31858766.785218302,19039.807990343837,0.12564663736927048,9420421.04004081,31858354.491510116,18542.65141822554,9420858.055957403,31859291.675167624,18542.65141822554,9421099.519375732,31859179.078926492,19536.964562462133,9420662.503459139,31858241.895268984,19536.964562462133
9421197.295624865,31859703.96887581,19039.807990343837,0.11596938907094632,9420858.055957403,31859291.675167624,18542.65141822554,9421295.071873998,31860228.85882513,18542.65141822554,9421536.535292326,31860116.262584,19536.964562462133,9421099.519375732,31859179.078926492,19536.964562462133
9421634.311541459,31860641.15253332,19039.807990343837,0.10246195674669695,9421295.071873998,31860228.85882513,18542.65141822554,9421732.087790592,31861166.042482637,18542.65141822554,9421973.551208919,31861053.446241505,19536.964562462133,9421536.535292326,31860116.262584,19536.964562462133
9422071.327458052,31861578.336190823,19039.807990343837,0.12904862591850574,9421732.087790592,31861166.042482637,18542.65141822554,9422169.103707185,31862103.226140145,18542.65141822554,9422410.567125512,31861990.629899018,19536.964562462133,9421973.551208919,31861053.446241505,19536.964562462133
9422508.343374647,31862515.519848336,19039.807990343837,0.23453604471613593,9422169.103707185,31862103.226140145,18542.65141822554,9422606.119623778,31863040.409797654,18542.65141822554,9422847.583042108,31862927.813556522,19536.964562462133,9422410.567125512,31861990.629899018,19536.964562462133
9422945.359291239,31863452.70350584,19039.807990343837,0.546749313156189,9422606.119623778,31863040.409797654,18542.65141822554,9423043.135540372,31863977.593455162,18542.65141822554,9423284.5989587,31863864.99721403,19536.964562462133,9422847.583042108,31862927.813556522,19536.964562462133
9423382.375207834,31864389.88716335,19039.807990343837,0.2923395947797344,9423043.135540372,31863977.593455162,18542.65141822554,9423480.151456965,31864914.777112667,18542.65141822554,9423721.614875294,31864802.18087154,19536.964562462133,9423284.5989587,31863864.99721403,19536.964562462133
9423819.391124427,31865327.070820853,19039.807990343837,0.5888053750841387,9423480.151456965,31864914.777112667,18542.65141822554,9423917.167373559,31865851.960770175,18542.65141822554,9424158.630791888,31865739.364529043,19536.964562462133,9423721.614875294,31864802.18087154,19536.964562462133
9424256.407041019,31866264.254478358,19039.807990343837,0.7883903786010711,9423917.167373559,31865851.960770175,18542.65141822554,9424354.183290152,31866789.144427683,18542.65141822554,9424595.646708481,31866676.54818655,19536.964562462133,9424158.630791888,31865739.364529043,19536.964562462133
9424693.422957614,31867201.43813587,19039.807990343837,1.4145992761750135,9424354.183290152,31866789.144427683,18542.65141822554,9424791.199206745,31867726.32808519,18542.65141822554,9425032.662625074,31867613.73184406,19536.964562462133,9424595.646708481,31866676.54818655,19536.964562462133
9425130.438874206,31868138.621793382,19039.807990343837,2.7098254671448108,9424791.199206745,31867726.32808519,18542.65141822554,9425228.215123339,31868663.5117427,18542.65141822554,9425469.67854167,31868550.91550157,19536.964562462133,9425032.662625074,31867613.73184406,19536.964562462133
